cmtId,itemId,comment,price,service,ship,performance,genuine,configuration,access,other,model
9778377800.0,3500673700,"biết vận_chuyển hay sao bàn_phím hơi vênh , đổi trả , câu giờ , phím trục_trặc , mua , định giới_thiệu tiệm net thằng bạn đặt lô to chớ",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2095971267.0,3500673700,mọi người tránh xa_shop . đúng cân hủy đơn hủy gửi mính khác kiểu ép mua thanh_toán airpay . hài_lòng,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8635399294.0,3500673700,đèn led . lừa nhau .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5708407534.0,8652675809,"mua bàn_phím chuột không dây ship bàn_phím … dây . bó_tay toàn_tập , sản phẩm thực_tế không giống hình_ảnh đăng .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8620994977.0,8652675809,chất_lượng sản_phẩm bàn_phím quá nhỏ tay nữ lỏng leỏ . giá loại khác tốt hơn . mua,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
9373394578.0,9375006161,sản_phẩm lỗi hỗ shop người mua suy_nghĩ kỹ tên lớn làm_ăn,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11860251992.0,19565049997,shop lừa_đảo . máy_tính bảng gắn sim . hỏi không trả_lời,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11776155592.0,18988840729,"hoang_mang biết dell thật . phím kẹt , phím lỗi_ấn nhận . nghĩ giá trị chả_đáng bao_nhiêu hoàn mất công tiệm mua khác lành mất",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
12107682937.0,18988840729,giao hàng vớ vẩn đặt chuột dell giao chuột logitech rởm,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
11209971202.0,22502367542,bán hàng không tâm bàn_phím lỗi trả hàng lai hoàn_tiền khách,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11266811169.0,22502367542,chất_lượng sản_phẩm dùng tính_năng nổi_bật hỏng phím,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11471251753.0,22502367542,shop giao quả bàn_phím chết không,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11609009385.0,22502367542,độ sáng thực_tế quá thấp_vọng,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9178457427.0,17174253907,chất_lượng sản_phẩm kém lừa_đảo tính_năng nổi_bật nổi_bật chuột dùng quá quảng_cáo tốn tiền mua,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11931454332.0,19690089487,"bàn_phím lỗi . gõ chữ , phím chớp sáng . yêu_cầu shop đổi hàng",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2889057754.0,4905246702,"nhìn lỏng_lẻo quá , nói_chung mua xài tạm, không hề thích",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9145544739.0,1817949971,chất_lượng sản_phẩm không tốt nghe một bên,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8565846106.0,1817949971,bàn_phím về sài không chất_lượng kém,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11852958665.0,21373521071,"bàn phím còn tạm chuột vứt đi , nhận hàng check chuột kỹ , sản_phẩm quá tệ , mọi người cân_nhắc mua",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3230211695.0,4309959950,bàn_phím hầu_như đơ toàn_bộ nhận hàng lâu thất_vọng về shop,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9550891537.0,347123679,"giao hàng nhanh , đóng_gói cẩn_thận . bàn_phím dễ dùng , tuy_nhiên nhạy . ấn mãi mới số ,",0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
10074983432.0,1826883949,chất_lượng sản_phẩm kém tính_năng nổi_bật quá kém cân_nhắc mua .,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
723483927.0,597556914,chất_lượng sản_phẩm kém đáng tiền lỗi thao_tác phím hư phím tôi tự sửa,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1550413991.0,597556914,"bàn phím giao đúng hình , yêu_cầu shop nha đổi shop nha không thèm trả_lời",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2144382644.0,597556914,bàn phím_bật mãi không lên_đèn giao không đúng sản_phẩm,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
1021216253.0,597556914,bàn_phím đèn led phím đè_dính khó sử_dụng . làm_ăn ẩu quá,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8562521954.0,8700213470,"giao hàng nhanh bàn_phím lỗi . phím , gõ chữ số gõ số chữ . mua",0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
10449862390.0,8700213470,mua nhầm phím chữ phí tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6634834804.0,11013933725,mua về không nào dùng hết coi bỏ tiền,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10818353390.0,11013933725,mua type hàng gửi về miro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
11777762350.0,16783814503,đơn ghi rõ quà tặng mà giao quà tặng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12150365049.0,16783814503,"chất_lượng sản_phẩm chất_lượng kém , sản_phẩm dùng , shop hỗ_trợ đổi trả , hỗ_trợ khách sử_dụng quá thất_vọng về sản_phẩm",0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9837145758.0,18234852990,"tôi không thể kết_nôí , hướng_dẫn youtube nào , bạn đưa ít_nhất một_số lời giải_thích về cách kết_nối bàn_phím",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
343873737.0,40287904,chất_lượng sản_phẩm kém,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
367403438.0,40287904,làm_ăn vớ_vẩn . hàng lỗi . ý_muốn hợp_tác bảo_hành khách . thái_độ tôìi . quảng_cáo rẻ rách,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12045737191.0,17311094810,bàn phím nhận . chuột không nhận nha không trả_lời khách_hàng . vô_trách_nhiệm . chuột lỗi hỏng . không trả_lời khách . không giải_quyết khách . mọi cẩn_thận,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5904185272.0,8830814267,"mua lót chuột shop giao khác , liên_hệ muốn đổi sợ tốn tiền nói chung dịch_vụ quá kém , xẽ lần mua",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9329542640.0,4714186,chất_lượng sản_phẩm sản_phẩm hư_nha tính_năng nổi_bật không lần sau đâu không giao đúng yêu_cầu,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4366372639.0,4816601580,"sản_phẩm dễ bong phím bấm , không hài_lòng",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11293731697.0,7816997960,chất_lượng sản_phẩm ọp_ẹp xấu tính_năng nổi_bật nổi_bật đặt tika giao v.net chả hiểu kiểu . dù_sao dùng cảm_giác chắc_chắn . mong nó phím nào .,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9255054518.0,2002101394,hàng đẹp chất_lượng lần mua hàng,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9453045969.0,2002101394,thử xong hay lỗi kết_nối,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11709603802.0,22137094109,"bàn phím không đèn led full bàn_phím , dùng oke",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10417640905.0,14991728097,đặt màu xanh đen giao xanh ngọc_hàng kiểu cũ bụi bám đầy kèm lấy khăn ướt_lau mãi mới sạch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
11394848011.0,15696922354,chất_lượng sản_phẩm tệ tính_năng nổi_bật mua tốn tiền,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9496061532.0,10997248302,sản_phẩm không pin giao hàng lâu,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5321438280.0,4200538967,"bàn_phím chữ,  nhắn_tin shop không trả_lời",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11160932608.0,19052883835,tính_năng nổi_bật không ổn chút nào . sử_dụng tắt_màn xong bấm màn tí tắt . chắc nút .,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8719600897.0,16720240154,hàng lỗi . phím rơi luông_tung lắp_lại . đóng hàng méo . mua,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11709696220.0,16293317068,hàng đẹp lỗi_phím cách tính đổi tốn tiền ship_gói sài tạm luôn,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
11201342788.0,11201854105,chất_lượng quá kém không kém,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10459584547.0,11201854105,chất_lượng sản_phẩm bấm phím quá thất_vọng,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
309126216.0,263061557,"chẳng led hết , toàn lừa_gạt .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8473705975.0,263061557,"bàn_phím shit , đèn led chớp tắt tắt luôn , trả hàng tôi ở tân_biên gần , led đẹp nháy",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9453491116.0,19506742199,"chất_lượng sản_phẩm bao tính_năng nổi_bật bề_ngoài shop thái_độ , không chịu đổi trả còn chặn tài_khoản",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9778738733.0,19506742199,chất_lượng sản_phẩm biết đèn màu thôi không chớp phím_laptop . giao hàng lâu . đóng gối sơ_sài,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
9542288158.0,20604951384,bàn phím lỗi cắm phím mua rước bực người,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11577285749.0,19475933592,chất_lượng sản_phẩm tệ tính_năng nổi_bật không hàng kết_nối,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7580010418.0,5759614020,không ăn_thua . lần đầu kết_nối . lần không nhận,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9362997226.0,5759614020,tính_năng nổi_bật leg chất_lượng sản_phẩm tạm đóng_gói sơ sài,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7428058366.0,12062315240,"phím khá xấu , mùi , hài_lòng về chất_lượng quà tặng kèm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10189762736.0,19436248777,"tệ , đồ_chơi , mở hàng mẻ , tư_vấn không nhiệt_tình . tẩy_chay shop",0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9271084968.0,16863381459,"chất_lượng sản_phẩm bàn_phím nhạy , chơi game toàn_ấn mãi mới nhận",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
8863221917.0,12567463084,chả biết hàng kiểu thấy đánh_giá tốt mới mua chán giao tới bể bà bàn_phím ghim dây hết đúng đời chán shop gói hàng quá yếu_kém,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
8848784474.0,1981693183,giao hàng cong_vênh . tuyệt_đối mua . bàn_phím hàng_mã . nhôm mỏng . ấn phím chán . dây ngắn phù_hợp bạn nào dùng laptop không máy cây mua xong bạn không biết cắm đâu,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
12047315208.0,15699090374,"tệ , tệ , giao hàng bàn_phím lỗi phím dùng , shop giải_quyết khách_hàng",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5300121367.0,7741492335,"hàng cũ , bể , dấu_hiệu cạy mở ở con ốc . gọi điện bên shop nhờ đổi hàng khác hàng , kêu hàng cũ thôi . title ghi hàng trưng_bày , nhận hàng mới báo .",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
11930989124.0,9311133573,"mua loại ship loại khác bàn_phím , nút bấm lỏng_lẻo",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7183794491.0,3209057239,đặc chuột không chuột nhắn_tin kêu xử_lí không trả_lời cân nhất mua,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12157970955.0,19688418807,kết_nối chập_chờn không ổn_định,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11788544759.0,20140199309,"chất_lượng sản_phẩm oke tính_năng nổi_bật không nổi_bật shop đóng_gói kĩ , bàn_phím ấn tay giao lâu không đúng màu",0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
11495922488.0,21339381448,chất_lượng sản_phẩm bàn_phím bể,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10399195251.0,14659692166,"chất_lượng sản_phẩm quá tệ, kết_nối smart tivi không xài chuột , không xài nút home , phím chức_năng khác",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9477614047.0,10026899290,giao hàng lâu mở hàng bể một chút sao dùng tốt,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
6140046981.0,4500577618,"vận_chuyển nhanh , giao đúng hàng hình hình , mọi người cẩn_thận mua .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
11447668688.0,22528739574,"phím lỗi , kết_nối bluetooth",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11792695409.0,22327386622,"chất_lượng sản_phẩm sản_phẩm lỗi , miếng gỗ vị sứt vá sản_phẩm lỗi , miếng gỗ sứt_mẻ dùng keo vá . cạch mặt shop .",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
8144044663.0,8696675073,hàng giả nha_nha mọi người đừng ai đặt,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
6950942212.0,7594455256,"mới mua về cắm máy lỗi , phím_nhảy luông_tung , nói_chung không xài",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7159536046.0,12913949633,đặt đen_trắng giao nguyên màu trắng . xong hỏi shop nói không giải quyết,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9053577651.0,4964770653,biết hàng cũ ýt tất_cả phím còn dùng . shop bảo quay video kiểm tra quay gửi shop shop thấy ý_kiến . khuyên cân_nhắc shop .,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3070731503.0,1740879610,"nút mất led , chắc giao hàng cũ , hộp không , sog quấn đống , ta không thời_gian đi mua mới mua mạng , kiểm_tra hàng nó tốt , làm_ăn chán",0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10957498677.0,20333103822,shop bán hàng tâm_ghê đặt bàn_phím đi giao cái gì đâu,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
11703960818.0,22321625967,"bàn_phím sạc , ghim_điện sử_dụng , bất_tiện , shop giải_quyết thỏa_đáng . cân_nhắc mua hàng",0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5158646752.0,7181381041,quảng_cáo bàn_phím cơ giao bàn_phím giả_cơ sao . shop làm_ăn gian_dối quá,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
10981030440.0,18457421482,"bàn phím không thể kết_nối , không trả_lời khách_hàng .",0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11733154915.0,23342431735,"chất_lượng sản_phẩm tặng pin , shop nói type không , kiện hàng móp méo",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11717456599.0,10661540491,gửi hàng hư đổi trả hư,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11489148056.0,10950291816,bàn phím cơ tên hàng bàn_phím cơ_cố_tình khách_hàng hiểu nhầm,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298441282.0,48870383,"bàn phím quá dỏm . bấm muốn banh bàn_phím không ăn . shop làm_ăn kì_cục , chất_lượng không xứng_đáng giá tiền . mua về bỏ sọt rác . đừng mua .",2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11372047452.0,17846150642,hàng đẹp oke gắn dùng hiện quảng_cáo . tháo không dùng dính quảng_cáo suốt nhìn bực_mình,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
11995612448.0,21874387779,"chất_lượng sản_phẩm bàn_phím hết nút , giao hàng chậm , shop nhắn không thèm rep , trải_nghiệm quá buồn khuyên mọi người đừng mua",0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
9401408971.0,20015191838,chất_lượng sản_phẩm bình_thường shop không thèm phản_hồi khách hỏi . coi_thường khách_hàng . ship quá lâu . chất_lượng tạm,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
6115820153.0,2322623466,thật hài_lòng kiểu làm_việc shop . báo thiếu đặt_hàng nhờ giao đủ đến giao chẳng thấy đâu . làm_ăn kiểu,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5877654834.0,2322623466,"shop nhiệt_tình đối_với khách_hàng , nhắn_tin shop trả_lời . đóng hàng , giao hàng lâu . còn chất_lượng trải_nghiệm biết . mong shop rút_nghiệm",0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
9695532823.0,12780800336,tính_năng nổi_bật lừa người mua chất_lượng sản_phẩm không,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10153515738.0,12780800336,"chất_lượng sản_phẩm quá đắt tính_năng nổi_bật quá đắt hàng, quá bé , nghĩ  bé con nhà nó thất_vọng , quá đắt",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
12069504349.0,21675679644,chất_lượng sản_phẩm không thế xóa thật tệ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2337890360.0,7907133549,"đèn led miếng microa scan , không bảng vẽ điện_tử .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12055088196.0,16340356836,bảng hư xóa . liên_hệ shop shop nói gửi hàng shop gửi bảng mới . đến giờ thấy shop gửi bảng mới,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9888885819.0,5659701171,"chúng bán hàng lừa_đảo à . giao hàng không sử_dụng . gọi điện nghe máy , nhắn_tin không trả_lời . chúng làm_ăn mất dạy thế à . chúng đến lấy hàng đừng mang cửa_hàng chúng",0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4806466251.0,6051580171,. sản_phẩm quá tệ . vẽ giật liên_tục . vẽ làm sử_dụng máy_tính ấy,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11287074146.0,14490797745,"mua phí tiền , nó xóa quảng_cáo shop , nhắn tin shop không phản_hồi . giống , chục ngàn không lẽ trả hàng ấy",2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11506004520.0,16181984959,"quá mất trách_nhiệm . nhận bảng về lỗi tôi chủ_động liên lạc xử_lý, shop không hề phản_hồi . tôi yêu_cầu hoàn_tiền tôi . xin cảm_ơn .",0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11520712047.0,16172196167,chê nha_shop . mua lần đầu thấy oke mua tiếp lần thất_vọng bản_vẽ xóa,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10160353034.0,7617009721,nhân_viên tư_vấn trả_lời câu hỏi khách_hàng khách . nay loay_hoay cài_đặt mãi hỏi im_ru,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11960446626.0,21777161441,chất_lượng sản_phẩm sản_phẩm độ sáng màu . sản_phẩm độ sáng màu sử_dụng ưng,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11858645222.0,5160826052,"hàng dõm , lừa_đảo mọi người không mua",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11623024631.0,21858977104,"không bút cảm_ứng đâu , khuyên thật đừng mua , đầu_bút mua về dầu mới dùng , dùng bay lớp dầu đi",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2587432428.0,1611288453,hàng giao sai giống_hình sản_phẩm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
11765621410.0,18276010085,chất_lượng sản_phẩm tệ bảng viết ổn phần decal_dán bong hết . shop kiểm_tra giao,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
12086822800.0,18276010085,chất_lượng sản_phẩm chất_lượng sản_phẩm kém . quá kém . phần dán viền bong hết . bảng viết kém không . nói_chung không mua . mua shop khác đắt hơn vài nghìn đồng thôi chất_lượng hơn shop,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
11806531822.0,18276010085,tệ . tróc hết trơn bán .,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
12105977931.0,14804160470,"hàng giả , kết_nối logitech hub",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4783905341.0,624957731,chuột dùng lắp pin chập_chờn sáng,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2582592531.0,624957731,"chuột kéo lên_xuống ở giữa , giá rẻ chất_lượng kém",1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10441471769.0,624957731,chất_lượng sản_phẩm tốt tính_năng nổi_bật chuột dùng không ổn  mọi người không mua,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10852070071.0,624957731,chất_lượng sản_phẩm tam_được đặt_hàng màu hồng shop gửi màu đen . xong nhận chuột lõm xuống ấn,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
2896772428.0,624957731,"chuột không nhạy , gần mới dùng bình_thường còn đi xa không dùng , mua chuột dây còn hơn .",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10910965583.0,9869832672,"hàng kém chất_lượng , cầm nhẹ tênh còn lắc kêu lạch_cạch bên trong , feet không bóng đẹp hàng thật , nút bấm cứng không nhanh_nhạy",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
11428739590.0,9869832672,hàng giả . chuột sử_dụng  chán. hộp đói gói rách ọp_ẹp . mua phí công,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
5017853587.0,4934982312,chuột quá cảm_giác điện_giật ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
8526526603.0,4934982312,kém chất_lượng tiền nào của nấy thui,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11701683725.0,23429306187,"giao hành nhanh , chuột mở xíu tắt sử dụng .",0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
11553670988.0,23429306187,chuột lỗi sử_dụng .,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11321482790.0,23429306187,"quá tệ , chuột dùng quá chán",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6813753643.0,9449071921,"chuột giả , chất_lượng kém hàng thật , thông_số mặt in cẩu_thả , cài phần_mềm không nhận",0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
7220818080.0,9449071921,chuột siêu dỏm . dùng gỗ phí tiền,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6973004404.0,7857401923,đóng_gói cẳn thận lót chuột rách gửi đi .,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8129705691.0,7857401923,chờ hơn tháng mới ship về cắm máy nào . thất_vọng giá rẻ mua shopeemall mà còn thế_này chán thật_sự .,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6521713131.0,7857401923,"hình_thức tỉ_lệ nghịch chất_lượng . quá tệ . chuột trầy_xước , nhắn_tin shop không trả_lời . tóm_lại không mua .",0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3501736579.0,1867853268,"đóng hộp móp meó , gạt hỏng không gạt , pin kèm không dùng hết pin , nắp pin gãy nấc không đóng nắp . bó_tay toàn_tập",0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3159025600.0,1867853268,chuột dùng vài lần lăn_quay . di_chuyển ấn chuột . nhắn tin shop không rep . suy_nghĩ kỹ mua mọi,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5346621194.0,1867853268,sản_phẩm ghi rõ kèm lót chuột gửi  lót chuột mua riêng . nhắn_tin shop trả_lời không trách_nhiệm tí nào .,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6192263569.0,1867853268,"lâu lâu lỏng , đơ hoạt_động . tháo pin bỏ mới  biết chế_độ tự_động nghỉ hoạt_động",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3039825383.0,1867853268,"l , chừa tội ham rẻ , chuột click chục lần mới ăn một lần , còn kéo chọn một đoạn văn tới sáng_mai . bỏ mất đơn giao hàng không trả , đành ôm cục tức .",1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9777915924.0,1867853268,"chuột nhất mua nhìn ọp_ẹp nói , mua về đập mới chạy , thế rơi xuống rơi tùm_lum hết vứt thấy người mua trót tin_tưởng , ai_ngờ đến v",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
