,id,cmt,price,service,ship,performance,genuine,configuration,access,other,model
24,19205331,"mới sử_dụng vài ngày , cảm_thấy ok , đọc trong tối đau_mắt ,",0,0,0,2,0,0,0,0,0
25,14884066,"shop gửi bản kid bao da xịn máy đẹp chê , tốc_độ k quá nhanh . type c , đèn vàng",0,0,0,0,0,2,1,0,1
26,16767600,hàng giao uy_tín . mới dùng lần đầu . còn mò_mẫm . cảm_giâc tiện_lợi về lâ dài . mong máy dùng ổn,0,1,1,0,0,0,0,0,0
27,15348296,"nhận đc hàng , gói cẩn_thận , tiện đọc buổi tối chỉnh_độ ấm ánh_sáng khá thích . hàng giao nhanh .",0,0,1,0,0,0,0,0,0
28,19318034,đúng kindle xong mình hạn_chế cầm điện_thoại hẳn . đêm đọc sách ngủ cảm_giác thật tuyệt,0,0,0,0,0,0,0,1,0
29,16798536,"máy mới đẹp đúng hàng , mình nhận bản kid . shop gói hàng cẩn_thận lắm , cám_ơn ạ",0,0,1,0,0,0,0,0,1
30,15880798,sản_phẩm tốt mô_tả . tiki giao hàng nhanh . shop tư_vấn nhiệt_tình . tóm hài_lòng,0,1,1,0,0,0,0,0,0
31,17237506,"giao hàng đúng hẹn , xài biết chất_lượng",0,0,1,0,0,0,0,0,0
32,18774916,"hàng nguyên_seal , đóng_gói cẩn_thận . giấy_tờ bảo_hành đầy_đủ . hài_lòng .",0,0,1,0,1,0,0,0,0
33,18764244,nhà bán khá nhiệt_tình . mới dùng thấy chất_lượng đúng mô_tả .,0,1,0,0,0,0,0,0,0
34,16112004,"màn_hình to , tốc_độ xử_lí nhanh . chê",0,0,0,0,0,1,0,0,0
35,14749967,"gửi hàng nhanh hơn dự_kiến , đóng_gói cẩn_thận , cảm_ơn shop",0,0,1,0,0,0,0,0,0
36,17606477,hình_ảnh rõ nét xem thích . tuy_nhiên máy ko nhanh iphone . đọc sách ok,0,0,0,1,0,1,0,0,0
37,18990475,"mình mới nhận máy , máy đẹp , xài biết sao",0,0,0,0,0,0,0,0,1
38,18504803,"giao_hành nhanh , sản_phẩm chất_lượng tốt , ủng_hộ lần tiếp",0,0,1,0,0,0,0,0,0
39,19073918,"máy tốt , tiết_kiệm pin , giúp mình đọc hơn",1,0,0,0,0,0,0,0,0
40,15948959,"máy đẹp , chất_lượng , giao hàng nhanh . bất_ngờ nhận phiên_bản kids edition thêm bao da",0,0,1,0,0,0,1,0,1
41,18544184,"hàng xịn , nguyên seal , giá tốt hơn nhà bán khác",1,0,0,0,1,0,0,0,0
42,14582103,ok giao nhanh . mua thêm bao da chắc_ăn .,0,0,1,0,0,0,2,0,0
43,17230455,"máy xịn , nguyên seal , pin trâu cực , tự tìm ebook đọc",0,0,0,0,1,1,0,0,1
44,18730185,dùng tốt ở thời_điểm nhận tới giờ,0,0,0,0,0,0,0,1,0
45,15899029,"máy giao nhanh đẹp , góp_ý ko dán giấy bảo_hành máy , bóc rách",0,0,2,0,0,0,0,0,1
46,18877854,"chữ rõ , đọc sách giâý . đáng mua",0,0,0,0,0,1,0,0,1
47,17806658,"hàng chính hãng , đúng nhà bán cung_cấp , dùng tốt",0,1,0,0,1,0,0,0,0
48,16290551,tuyệt_vời tín_đồ đọc sách đi kèm công_nghệ hay di_chuyển,0,0,0,0,0,0,0,1,0
49,16704797,"tuyệt_vời . nhận đc bản kids , bao da chính hãng include . thank shop",0,0,0,0,1,0,2,0,0
50,14021826,"giao hàng nhanh , sản_phẩm nguyên_seal , đúng mô_tả , dịch_vụ bán hàng khá tốt .",0,1,1,0,1,0,0,0,0
51,16806740,"hài_lòng , giao hàng nhanh , hàng đúng quảng_cáo",0,0,1,0,0,0,0,0,0
52,17019486,"máy cầm nhẹ , pin siêu_bền , sạc type c",0,0,0,0,0,1,0,0,1
53,16508620,"máy sử_dụng tốt , chờ thời_gian phản_hồi .",0,0,0,0,0,0,0,1,0
54,14794675,máy kết_nối airpod pro nghe audible shop,0,0,0,0,0,0,0,1,0
55,14983441,"máy mất audible , tìm hoài thấy",0,0,0,0,0,0,0,1,0
56,14727975,sản_phẩm đúng mô_tả . giá hợp_lý .,1,0,0,0,0,0,0,0,0
57,14324136,"mình nhận hàng , nguyên hộp_nguyên seal tặng kèm bao da bạn mua .",0,0,1,0,1,0,1,0,0
58,16284401,"giá hơi cao thấy đánh_giá tốt mua luôn tuy_nhiên nhận bản kid tặng kèm bao da , tạm ổn check thông_tin serial ok support nhiệt_tình",1,1,0,0,0,0,1,0,0
59,19385146,"đóng_gói tốt , giao hàng nguyên_seal , máy tốt , đặt màu xanh denim giao màu green , hài_lòng màu nào .",0,2,1,0,1,0,0,0,0
60,17664880,"may xài , bền_chờ thời_gian",0,0,0,0,0,0,0,1,0
61,14216198,máy cảm_ứng_ổn . mình trả hàng thủ_tục trả thế_nào,0,0,0,0,0,0,0,0,0
62,14363456,"máy tốt , mình đặt mua thêm bao da máy_shop .",0,0,0,0,0,0,2,0,0
63,13217063,"giao hàng nhanh , sp nguyên_seal cảm_giác bóc tem kkk . bản lite xài mục_đích lướt webcoi youtube khá ổn , chơi game hơi lag cấu_hình ko mạnh . giá ok trong tầm phân_khúc trung .",1,0,1,1,1,1,0,0,1
64,14684025,"mình nhận máy , test thử chạy thấy mượt_tiếc tặng kèm bao da",0,0,0,0,0,0,2,0,0
65,18188031,máy đẹp giao hàng sớm dong hàng cẩn_thận . mua về con xài tốt,0,0,1,0,0,0,0,0,1
66,17101975,"đẹp , màu ấm_mắt đọc sách moỉ , tha_hồ tô vẽ samsung_note , nói_chung hài_lòng",0,0,0,1,0,0,0,0,1
67,19017681,"mua dùng lướt_web thôi_ổn , hệ_hành khá chậm , máy nhanh nóng . nói_chung máy_ok , xứng giá tiền",0,0,0,2,0,2,0,0,0
68,18963539,độ phân_giải sắc nét . pin lâu hết . hàng mới đẹp .,0,0,0,0,0,2,0,0,1
69,14874765,"đẹp , giao hàng nhanh . xài khá ổn ạ .",0,0,1,0,0,0,0,0,1
70,17008339,"sản_phẩm đóng_gói kỹ , hàng nguyên_seal , trải_nghiệm ban_đầu tốt , thanks shop",0,0,1,0,1,0,0,0,0
71,16891737,giá rẻ . chất_lượng ok . đóng_gói cẩn_thận . phù_hợp ng lớn_tuổi dùng,1,0,1,0,0,0,0,0,0
72,18985515,"pin tốt , shop giao hàng nhanh , dùng tạm tầm_giá nói_chung mượt lắm",1,0,1,1,0,1,0,0,0
73,13219731,"đóng_gói kỹ , sản_phẩm_hình , cầm tay , nhìn khá đẹp , thích , xin cảm_ơn nhà_cung_cấp",0,0,1,0,0,0,0,0,1
74,14416837,hàng giao nhanh nguyên_seal . bé ở nhà mới làm bể rùi làm mới,0,0,1,0,1,0,0,0,1
75,15685484,"sản_phẩm hình , giao hàng nhanh , đúng hẹn",0,0,1,0,0,0,0,0,0
76,19269751,máy mới . ok về độ bền_chờ thời_gian,0,0,0,0,0,0,0,0,1
77,13541761,"máy nguyên_seal , chính hãng , kích_hoạt",0,0,0,0,1,0,0,0,0
78,18705041,"máy xài ok , học online bao phê",0,0,0,0,0,0,0,1,0
79,14010140,"sử_dụng , khá ổn trong tầm_giá . thời_gian sử_dụng đánh_giá",1,0,0,0,0,0,0,1,0
80,17435587,"máy xài tốt , trong tầm giá thế quá ổn",0,0,0,0,0,0,0,1,0
81,17339541,"shop đóng_gói cẩn_thận , hàng brand new",0,0,1,0,1,0,0,0,0
82,13580909,"sản_phẩm chất_lượng tốt , đáp_ứng mong_muốn mình",0,0,0,0,0,0,0,1,0
83,16397175,máy đẹp nhỏ gọn dễ mang đi làm,0,0,0,0,0,0,0,0,1
84,15558394,"máy pin trâu , giá phổ_thông xài ok",1,0,0,0,0,1,0,0,0
85,13028068,"hàng giao sớm hơn dự_kiến , đóng_gói kỹ , nguyên seal .",0,0,1,0,1,0,0,0,0
86,13338399,"giao hàng nhanh , đóng_gói kỹ , sử_dụng tốt .",0,0,1,0,0,0,0,0,0
87,12624619,đóng gói_kỷ . dịch_vụ gửi hàng quá chậm,0,2,2,0,0,0,0,0,0
88,13152839,"hàng mới , xài ổn tầm giá .",1,0,0,0,0,0,0,0,1
89,19026003,"khởi_động máy giật_lag , bật ứng_dụng tải đứng máy liên_tục , mình xóa_tất khởi_động cũ . cảm_ứng trễ kinh lắm",0,0,0,2,0,2,0,0,0
90,19276737,đóng_gói cẩn_thận . test sử_dụng đánh_giá chất_lượng,0,0,1,0,0,0,0,0,0
91,19327211,"máy đẹp , pin_ổn , chạy hơi lag tí",0,0,0,1,0,2,0,0,1
92,11620997,máy tốt giao hàng nhanh hơn dự_kiến .,0,0,2,0,0,0,0,0,0
93,16194556,"thiết nhỏ gọn nằm trong lòng bàn_tay , đọc sách_thích . mua hàng ở còn kèm thêm bao da chính hãng amazon .",0,0,0,0,1,0,1,0,1
94,17701281,hàng mới cứng chất_lượng lắm ạ .,0,0,0,0,0,0,0,1,0
95,18718648,"máy đẹp , cover nét . mới đầu sử_dụng còn lúng_túng , hiểu máy dùng thích . mình cận đọc thử khá ổn , đuôi file_thể tăng giảm cỡ chữ thuận_tiện .",0,0,0,1,0,2,0,0,1
96,17474990,"lần đầu_tiên trải_nghiệm máy đọc sách , cảm_giác đặc_biệt hứng_thú hơn sách giâý . shop giao hàng nguyên_seal , đóng_gói tốt giao hàng nhanh . đáng mua .",1,0,1,0,1,0,0,0,0
97,19080601,"ok giao đúng giờ , hàng chuẩn mới đẹp nha",0,0,1,0,1,0,0,0,1
98,18697696,hàng đúng mô_tả . shop_tâm giao_bản kids gặp rắc_rối trong gỡ quảng_caó . pin trâu sạc nhanh . đáng mua bạn nào muốn đọc sách .,0,0,0,0,0,1,0,0,0
99,18028511,"mọi thức ổn , giao hàng nhanh , máy còn nguyên seal",0,0,1,0,1,0,0,0,0
100,17515763,"hình_ảnh rõ nét , đọc mỏi_mắt , tốc_độ nhanh hơn thế_hệ cũ .",0,0,0,1,0,1,0,0,0
101,18186306,"nhìn rõ nét dưói ánh mặt_trời , đẹp , giao hàng nhanh",0,0,1,0,0,0,0,0,1
102,18509482,"sản_phẩm đệp , máy chắc_chắn , chữ rõ nét",0,0,0,0,0,1,0,0,1
103,17188052,"máy sử_dụng khá ổn , gọn_nhẹ . shop đóng_gói ok , giấy_tờ đầy_đủ , bao da amazon đẹp cầm thích .",0,0,1,0,0,0,1,0,1
104,18611625,"mình hỏi kid sao ạ giao hàng nhanh . ok , trải_nghiệm xong đánh_giá tiếp",0,0,1,0,0,0,0,0,0
105,17700437,"mình đặt màu xanh , bill màu xanh giao màu đen . tuy_nhiên nhận phản_hồi bên phía techmore liên_hệ xử_lý vấn_đề . cám_ơn techmore .",0,2,0,0,0,0,0,0,0
106,18908934,"giao hàng nhanh đóng_gói cẩn_thận . máy dễ sử_dụng , đọc chói_mắt .",0,0,1,1,0,0,0,0,0
107,17840656,"giao hàng nhanh , máy đẹp , shop uy_tín",0,1,1,0,0,0,0,0,1
108,18227078,"nhận máy , máy đẹp , giao hàng nhanh , lần đầu sử_dụng , nhìn màn_hình thấy đau mắt , chất_lượng ok",0,0,1,2,0,0,0,0,1
109,18390012,"máy pin cực trâu , cảm_ứng mượt lắm nha",0,0,0,0,0,1,0,0,0
110,17527079,"máy đọc sách mới , chính hãng , đẹp , giao hàng nhanh",0,0,1,0,1,0,0,0,1
111,16697516,"đóng_gói hàng cẩn_thận , ship nhanh hàng chính hãng còn nguyên .",0,0,1,0,1,0,0,0,0
112,16990462,mình nhận hàng đúng ngày . chất_lượng tuyệt_vời . giá hợp_lý . thích_hợp ai thích đọc ebook,1,0,1,0,0,0,0,0,0
113,18974955,"sản_phẩm dùng ok nhé , nhỏ_nhẹ tiện_lợi",0,0,0,0,0,0,0,1,0
114,16349781,"máy dùng mượt , kèm case luôn . shop tư_vấn chu_đaó . đáng mua .",0,1,0,1,0,0,1,0,1
115,17757962,xài tốt lắm á mọi người . mình mua bản kids,0,0,0,0,0,0,0,1,0
116,16885146,"sản_phẩm tốt , hàng nguyên_seal , bao_cover đi kèm",0,0,1,0,1,0,0,0,0
117,17235362,tiện_lợi người thích đọc sách,0,0,0,0,0,0,0,1,0
118,17299786,"máy gọn_nhẹ dễ thao_tác , hơi lag biết máy khác hay mình sử_dụng điện_thoại quen .",0,0,0,1,0,0,0,0,1
119,18495468,"máy đọc tốt , quà giao sai màu . mình chọn màu xanh shop giao màu đen",0,2,0,0,0,0,0,0,0
120,16159428,"hài_lòng , máy mới xịn_xò , đọc sướng . cám_ơn shop",0,0,0,1,0,0,0,0,1
121,18484559,"đọc mỏi_mắt , máy nặng nhẹ kỳ_vọng",0,0,0,2,0,0,0,0,0
122,19313410,"mua gửi con trai ở xa , nhìn thực_tế thế_nào , nghe con trai khen quá trời",0,0,0,0,0,0,0,1,0
123,19200946,máy chuẩn chính hãng . nguyên_seal . shop uy_tín,0,1,0,0,1,0,0,0,0
124,19359464,màn_hình sáng sắc nét nhược_điểm màn_hình tự_nhiên tổi tăng chỉnh_độ sáng bất_tiện,0,0,0,0,0,2,0,0,0
125,19348304,"vuông vức , chụp ảnh đẹp , âm_thanh ổn giá hợp_lý .",1,0,0,0,0,1,0,0,1
126,19314825,"pin đủ tốt , sụt_áp quá nhanh",0,0,0,0,0,2,0,0,0
127,18368898,"mua dùm người_thân biết rõ chất_lượng sp . tuy_nhiên tai_phone tecno tặng hay mất kết_nôí , hoặc đeo tai_phone âm_lượng hay tăng giảm lỡ chạm nhẹ tai phone",0,0,0,0,0,0,2,0,0
128,19023638,miêu_tả tai nghe bluetooth nhận hàng . chút thoải_mái lắm . nhân_viên giao hàng tận_tình chu_đáo,0,1,1,0,0,0,2,0,0
129,19147676,"sản_phẩm tốt trong tầm_giá , giao hàng nhanh đóng_gói kỹ_càng , sản_phẩm bền tiếp_tục ủng_hộ thêm . chúc_shop mua may bán đắt nhé",1,0,1,0,0,0,0,0,0
130,17811622,"điện_thoại màn_hình to , mặt lưng đèn_led khá đẹp .",0,0,0,0,0,1,0,0,2
131,17209450,"hài_lòng thời_gian giao hàng , đóng_gói sản_phẩm , nhiệt_tình shipper cuối chất_lượng sản_phẩm chính khuyến_maĩ . mọi thứ tuyệt_vời tiki .",0,1,1,0,0,0,0,0,0
132,17417819,"bao bì_sịn , thiết_kế đẹp_mắt , giao hàng nhanh_nhẹn , hàng tốt , mẹ dùng thích pin trâu",0,0,1,0,0,1,1,0,1
133,19005913,"hàng đúng quảng_caó , giao hàng nhanh .",0,0,1,0,0,0,0,0,0
134,17811669,"pin xài cực lâu , giá đồng_tiền",1,0,0,0,0,2,0,0,0
135,18320139,điện_thoại techno dùng tiện_ích tốt samsung apple . theme còn đẹp .,0,0,0,0,0,0,0,0,1
136,18207574,"pin trâu , máy chạy vi_vu , mặt lưng gaming_phone . thích nhất_dãi đèn_led mặt lưng",0,0,0,1,0,1,0,0,1
137,19020204,ok dang sử_dụng chất_lượng chờ thời_gian xem sao,0,0,0,0,0,0,0,1,0
138,17971415,"sản_phẩm tốt tầm_giá , mua",0,0,0,0,0,0,0,1,0
139,17968116,"giao nhanh , dùng lâu_thể đánh_giá",0,0,1,0,0,0,0,0,0
140,17375351,"pin khá trâu . đẹp , mượt trong tầm giá",1,0,0,1,0,1,0,0,1
141,17877137,đặt_hàng nói tặng thẻ nhớ . nhận hàng . biết mọi người thế,0,0,1,0,0,0,2,0,0
142,17789533,"sản_phẩm nhìn tạm , còn về trải_nghiệm vài ngày sử_dụng",0,0,0,0,0,0,0,1,0
143,17878849,"tai nghe tặng kèm ko kết_nối đc , đổi ko shop",0,0,0,0,0,0,2,0,0
144,17725407,hoàn số tiền . đăng_ký trả_góp,0,0,0,0,0,0,0,0,0
145,17824611,điện_thoại giá tiền bỏ xài ổn,1,0,0,0,0,0,0,0,0
146,19168401,nhận . hàng chuẩn . gói hàng kĩ . giao hàng nhanh . khá ok,0,0,1,0,1,0,0,0,0
147,19398474,giao đúng hàng . sản_phẩm còn nguyên_vẹn .,0,0,1,0,1,0,0,0,1
148,19140722,"tốt trong tầm_giá , giao hàng nhanh",1,0,1,0,0,0,0,0,0
149,19284326,"máy đẹp , chạy ổn , nói_chung tầm giá quá tuyệt_vời",1,0,0,0,0,1,0,0,1
150,19365336,máy lỗi . cuộc_gọi nào trong nói ngắt_loa trong . cài máy khắc_phục,0,0,0,2,0,0,0,0,0
151,19373363,"máy quá chậm lag , nói_chung giá mong_đợi .",0,0,0,2,0,0,0,0,0
152,19361162,về cơ_bản tương_xứng giá tiền .,1,0,0,0,0,0,0,0,0
153,16900351,"hàng chất_lượng , còn nguyên_tem , giá mềm hơn thị_trường , giao hàng đúng hẹn . cảm_ơn shop .",1,0,1,0,0,0,0,0,0
154,18728646,máy hoạt_động mượt chất_lượng đóng_gói kỹ,0,0,1,1,0,0,0,0,0
155,18080662,"giao hàng nhanh , hàng mới nguyên_seal , máy đẹp giống mô_tả , mở khóa bằng khuôn_mặt luôn . shop bán hàng uy_tín nhé .",0,1,1,0,1,0,0,0,1
156,18244110,"shop giao đúng hàng , còn nguyên_seal . đóng_gói hàng kỹ ,",0,0,1,0,1,0,0,0,0
157,18994880,máy_hình . khá đẹp nhé shop,0,0,0,0,0,0,0,0,1
158,19296145,máy còn nguyên trong hộp . hàng chính hãng . shop bán giá mềm hơn ở khác . nhờ đọc review thấy đáng_giá tốt chọn mua . kết_quả hài_lòng,1,0,0,0,1,0,0,0,0
159,18943952,"sản_phẩm khá tốt , tuy chạy_mượt lắm ổn . đóng_gói cực_kì cẩn_thận luôn .",0,0,1,1,0,0,0,0,0
160,17757154,"hàng nguyên_seal , máy_ổn trong tầm_giá . shop nhiệt_tình . nhìn_chung ổn , mua nhé mọi người",1,1,0,0,1,0,0,0,0
161,17409607,"sản_phẩm nguyên_seal , giá hợp_lý trong phân_khúc . đóng_gói cẩn_thận . phản_hồi nhanh thắc_mắc về sản_phẩm . tiếp_tục ủng_hộ shop",1,1,1,0,1,0,0,0,0
162,19324933,"chất_lượng tốt , giá hợp_lý , mua . phù_hợp người lớn_tuổi , chơi games .",1,0,0,1,0,0,0,0,0
163,17866301,"giao hàng đúng hẹn , bao_gói chu_đaó , nguyên niêm . dùng .",0,0,1,0,1,0,0,0,0
164,17764180,"hàng tốt , chất_lượng . ủng_hộ shop dài dài",0,0,0,0,0,0,0,1,0
165,18699800,"máy tốt , giá tốt . đủ cài phần_mềm con học . cảm_ơn shop .",1,0,0,0,0,0,1,0,0
166,19281745,"giá bình_dân , máy dùng tốt đến thời_điểm",1,0,0,0,0,0,0,0,0
167,18762289,"sản_phẩm đúng mô_tả , còn nguyên_seal . giao hàng nhanh .",0,0,1,0,1,0,0,0,0
168,13127834,hàng ok giao hàng hơi chậm nói_chung sản_phẩm tốt,0,0,2,0,0,0,0,0,0
169,19016727,"dùng khá ổn , chụp ảnh nét , lướt nhạy",0,0,0,1,0,1,0,0,0
170,19265675,nhận tai nghe tặng kèm nha_shop .,0,0,0,0,0,0,2,0,0
171,18890149,"điện_thoại giá tốt , cấu_hình xài ngon . giao hàng nhanh_chóng , gói hàng cẩn_thận .",1,0,1,0,0,1,0,0,0
172,18145132,"giao hàng nhanh_chóng , điện_thoại đẹp , dùng tốt",0,0,1,0,0,0,0,0,1
173,18385958,"giao hàng nhanh , đóng_gói sản_phẩm ok , chất_lượng dùng một thời_gian mới biết",0,0,1,0,0,0,0,0,0
174,18417211,điện_thoại đẹp . đóng_gói chắc_chắn . mình cảm_ơn shop,0,0,1,0,0,0,0,0,1
175,16909400,"sản_phẩm nguyên_seal , giá cực_kì tốt điện_thoại đẹp luôn , chăm_sóc khách_hàng quá chu_đaó . cám_ơn shop .",1,0,0,0,1,0,0,0,1
176,17344428,"hài_lòng , sản_phẩm_hình , nguyên seal , gói hàng cẩn_thận , giao hàng nhanh đúng giờ",0,0,1,0,1,0,0,0,0
177,18632047,"lần đầu đặt_hàng mua điện_thoại mạng hết_sức hài_lòng , máy đẹp bao_bì cẩn_thận , điện_thoại nguyên seal",0,0,1,0,1,0,0,0,1
178,16752799,giao hàng đúng hẹn . đóng_gói chắc_chắn . giá_thành hi_vọng dùng ổn,1,0,1,0,0,0,0,0,0
179,19324945,"giá rẻ chất_lượng tốt , dành người mới sử_dụng smart_phone , hoặc em bé xem videos .",1,0,0,0,0,0,0,0,0
180,15449533,hàng giao nhanh . máy đẹp ạ dùng ok.shop nhiệt_tình ủng_hộ tiếp ạ,0,1,1,0,0,0,0,0,1
181,18708926,"tốt , full_box , nguyên zin , đóng_gói đẹp",0,0,1,0,1,0,0,0,1
182,17991601,"sản_phẩm mới mua về lag , trong tầm giá mua máy cũ .",0,0,0,2,0,0,0,0,0
183,18426767,màu xanh_dương sao_giáo màu xanh lá shop ơi,0,2,0,0,0,0,0,0,0
184,19390529,"sản_phẩm chính hãng samsung , nguyên_đai , nguyên_kiện , đóng_gói cẩn_thận .",0,0,1,0,1,0,0,0,0
185,19337399,"giao hàng nhanh , sản_phẩm tốt , đóng_gói cẩn_thận .",0,0,1,0,0,0,0,0,0
186,19305515,sản_phẩm mình mới nhận lỗi_sọc màn_hình . chất_lượng,0,0,0,0,0,0,0,0,0
187,19134632,"muốn trả hàng hàng nhanh hết pin quá , nghe rè rè",0,0,2,0,0,2,0,0,0
188,19247945,"nguyên seal , nguyên_kiện , nguyên_hàng , nhanh , đẹp chính hãng giá tốt . tuyệt_vời .",1,0,0,0,1,0,0,0,1
189,19338181,mong_muốn . còn mua lai,0,0,0,0,0,0,0,1,0
190,17211128,"ok sản_phẩm sử_dụng tốt , ổn trong tầm_giá . trợ_lí_ảo hỗ_trợ tiếng việt",1,1,0,0,0,0,0,0,0
191,19350529,"điện_thoại kết_nối internet dễ_dàng , dễ sử_dụng . hai sim hai sóng , tiện_lợi người dùng",0,0,0,1,0,0,2,0,0
192,17449567,máy chậm khó dùng tiện phát wifi tốt,0,0,0,2,0,2,0,0,0
193,19308540,"máy đẹp , mượt_mà , sờ_phê",0,0,0,1,0,0,0,0,1
194,18937271,"hàng đóng_gói cẩn_thận đẹp , kèm hướng_dẫn kho sách miễn_phí .",0,1,1,0,0,0,0,0,1
195,18484991,"mới mua trải_nghiệm thêm . máy mới siu_đẹp , giao hàng nhanh",0,0,1,0,0,0,0,0,1
196,19122866,"hình_ảnh , chữ rõ nét . đọc mỏi mắt",0,0,0,0,0,2,0,0,0
197,19098676,ổn đẹp điểm ưng_ý,0,0,0,0,0,0,0,0,1
198,19219388,mua ae ơi hàng dùng cực ngon máy siêu đẹp,0,0,0,0,0,0,0,0,1
199,18687473,ok phù_hợp túi_tiền . giao hàng nhanh . nhân_viên nhiệt_tình,1,1,1,0,0,0,0,0,0
200,18406950,"giao hàng nhanh , đóng hàng tốt . vài ngày sử_dụng thấy sản_phẩm tốt tầm giá . pin trâu , chơi game ít nóng .",1,0,1,1,0,1,0,0,0
201,19387407,"máy đẹp , cầm chắc tay , cấu_hình ngon trong tầm_giá . shop đóng_gói kĩ",1,0,1,0,0,1,0,0,1
202,18655957,giao hàng nhanh . đóng_gói cẩn_thận . nguyên seal full_box . ốp lưng màn_hình dán .,0,0,1,0,1,0,1,0,0
203,18770204,nói_chung uy_tín đũng hàng giao hàng nhanh,0,1,1,0,0,0,0,0,0
204,19122646,điện_thoại tốt nhà bán hàng tốt . quãng_cáo một đàng bán hàng một neỏ .,0,0,0,0,0,0,0,0,0
205,11051560,sản_phẩm mới ok . pin nhanh hết cải_thiện hơn . mọi thứ ok . chuẩn chúc_shop thành_công hơn,0,0,0,0,0,2,0,0,0
206,19260712,hàng quá kém chất_lượng màn_hình mượt,0,0,0,2,0,2,0,0,0
207,18103690,nói_chung đối_người ít tiền chọn máy cực_phẩm,0,0,0,0,0,0,0,1,0
208,11855966,"tạo email , bảo đủ tuổi , dù mình đăng_ký ở độ tuổi nào xác_minh đủ tuổi .",0,0,0,0,0,0,0,1,0
209,12305659,máy yếu_lag khó sử_dụng mong_sửa khắc_phục giúp tôi,0,0,0,2,0,0,0,0,0
210,18418231,"đẹp , đúng màu giao hàng nhanh . hài_lòng về shop ạ . cảm_ơn shop",0,0,1,0,0,0,0,0,1
211,19322768,sản_phẩm đúng mô_tả máy đẹp,0,0,0,0,0,0,0,0,1
212,19268377,"hàng chất_lượng , đúng y_hình , giao hàng nhanh , ủng_hộ shop thêm",0,0,1,0,0,0,0,0,0
